"date","close","open","high","low","volume","변동 %"
"2022-05-14","2,056.34","2,012.25","2,068.49","1,952.05","563.94K","2.33%"
"2022-05-13","2,009.55","1,956.16","2,145.99","1,941.34","1.13M","2.82%"
"2022-05-12","1,954.45","2,087.04","2,190.20","1,800.00","2.31M","-5.98%"
"2022-05-11","2,078.80","2,342.41","2,451.16","2,007.05","2.02M","-11.24%"
"2022-05-10","2,342.04","2,228.68","2,455.19","2,202.08","1.55M","5.07%"
"2022-05-09","2,229.10","2,519.91","2,529.19","2,229.10","1.57M","-11.54%"
"2022-05-08","2,520.01","2,635.54","2,641.71","2,493.43","757.54K","-4.40%"
"2022-05-07","2,636.02","2,692.94","2,703.09","2,588.99","371.49K","-2.11%"
"2022-05-06","2,692.85","2,747.96","2,756.97","2,635.99","711.46K","-1.99%"
"2022-05-05","2,747.49","2,941.56","2,952.72","2,725.78","734.89K","-6.57%"
"2022-05-04","2,940.55","2,781.95","2,963.50","2,774.00","548.71K","5.72%"
"2022-05-03","2,781.46","2,856.42","2,861.42","2,757.48","371.37K","-2.61%"
"2022-05-02","2,855.98","2,825.71","2,879.63","2,780.00","521.74K","1.07%"
"2022-05-01","2,825.64","2,728.62","2,846.96","2,721.28","442.52K","3.61%"
"2022-04-30","2,727.10","2,817.13","2,841.05","2,715.95","367.77K","-3.18%"
"2022-04-29","2,816.59","2,937.91","2,946.28","2,778.19","525.92K","-4.10%"
"2022-04-28","2,937.10","2,888.96","2,977.49","2,856.35","537.38K","1.67%"
"2022-04-27","2,888.94","2,810.84","2,915.85","2,795.80","489.15K","2.80%"
"2022-04-26","2,810.34","3,010.71","3,032.35","2,767.46","531.10K","-6.50%"
"2022-04-25","3,005.87","2,919.88","3,022.96","2,800.28","619.18K","2.87%"
"2022-04-24","2,922.01","2,931.49","2,966.92","2,916.15","218.91K","-0.34%"
"2022-04-23","2,931.94","2,962.60","2,977.34","2,917.79","187.51K","-1.05%"
"2022-04-22","2,963.00","2,983.44","3,029.00","2,937.52","452.46K","-0.70%"
"2022-04-21","2,984.00","3,076.03","3,176.64","2,951.71","562.65K","-3.00%"
"2022-04-20","3,076.44","3,101.72","3,161.69","3,037.59","415.97K","-0.82%"
"2022-04-19","3,101.97","3,055.42","3,128.70","3,030.34","358.62K","1.51%"
"2022-04-18","3,055.80","2,989.10","3,068.84","2,887.77","510.24K","2.23%"
"2022-04-17","2,989.19","3,061.34","3,081.14","2,983.17","243.71K","-2.28%"
"2022-04-16","3,058.82","3,040.54","3,085.30","3,011.70","176.37K","0.54%"
"2022-04-15","3,042.40","3,020.72","3,057.36","2,996.52","249.61K","0.68%"
"2022-04-14","3,021.98","3,119.28","3,143.21","2,982.05","408.41K","-3.05%"
"2022-04-13","3,116.93","3,030.25","3,128.32","2,999.53","419.10K","2.95%"
"2022-04-12","3,027.65","2,981.98","3,081.81","2,951.78","579.52K","1.66%"
"2022-04-11","2,978.08","3,200.66","3,213.44","2,953.82","693.47K","-6.98%"
"2022-04-10","3,201.61","3,259.73","3,305.97","3,197.99","232.20K","-1.79%"
"2022-04-09","3,260.00","3,191.21","3,268.11","3,181.94","212.24K","2.07%"
"2022-04-08","3,193.93","3,229.22","3,311.44","3,174.12","502.42K","-1.08%"
"2022-04-07","3,228.94","3,169.82","3,268.68","3,143.57","458.17K","1.88%"
"2022-04-06","3,169.48","3,402.47","3,402.47","3,164.17","736.31K","-6.97%"
"2022-04-05","3,407.03","3,519.52","3,554.98","3,401.00","397.75K","-3.22%"
"2022-04-04","3,520.39","3,519.01","3,544.96","3,412.18","450.09K","-0.02%"
"2022-04-03","3,521.13","3,446.00","3,579.96","3,414.61","381.60K","2.29%"
"2022-04-02","3,442.29","3,451.18","3,529.92","3,436.01","499.88K","-0.41%"
"2022-04-01","3,456.35","3,285.33","3,478.28","3,215.87","532.22K","5.30%"
"2022-03-31","3,282.39","3,381.92","3,444.56","3,263.29","455.13K","-3.05%"
"2022-03-30","3,385.69","3,400.05","3,445.93","3,333.46","356.07K","-0.48%"
"2022-03-29","3,402.07","3,331.10","3,481.35","3,331.10","465.95K","2.19%"
"2022-03-28","3,329.20","3,292.51","3,428.36","3,275.09","527.18K","1.02%"
"2022-03-27","3,295.65","3,144.50","3,297.48","3,126.39","335.47K","4.75%"
"2022-03-26","3,146.08","3,102.44","3,150.05","3,085.70","207.13K","1.37%"
"2022-03-25","3,103.46","3,108.59","3,192.73","3,081.99","489.65K","-0.23%"
"2022-03-24","3,110.75","3,036.40","3,126.35","3,006.27","577.17K","2.46%"
"2022-03-23","3,036.14","2,967.76","3,042.35","2,926.33","453.91K","2.24%"
"2022-03-22","2,969.68","2,889.29","3,048.28","2,887.66","564.88K","2.69%"
"2022-03-21","2,891.76","2,863.45","2,960.42","2,830.00","450.16K","1.05%"
"2022-03-20","2,861.79","2,950.91","2,962.04","2,819.29","377.64K","-2.98%"
"2022-03-19","2,949.67","2,940.68","2,984.00","2,895.22","325.74K","0.34%"
"2022-03-18","2,939.76","2,813.44","2,983.11","2,768.65","1.59B","4.53%"
"2022-03-17","2,812.29","2,773.80","2,832.61","2,747.06","1.06B","1.38%"
"2022-03-16","2,773.94","2,618.03","2,787.12","2,603.80","1.79B","5.98%"
"2022-03-15","2,617.43","2,589.54","2,667.61","2,510.75","1.19B","1.09%"
"2022-03-14","2,589.30","2,515.08","2,608.68","2,500.12","991.76M","2.88%"
"2022-03-13","2,516.75","2,567.87","2,600.65","2,494.59","811.51M","-2.06%"
"2022-03-12","2,569.80","2,555.85","2,612.33","2,555.85","567.22M","0.50%"
"2022-03-11","2,556.96","2,606.74","2,670.05","2,525.20","1.28B","-1.90%"
"2022-03-10","2,606.50","2,727.33","2,731.37","2,559.90","1.46B","-4.42%"
"2022-03-09","2,726.94","2,576.52","2,772.09","2,569.13","1.52B","5.81%"
"2022-03-08","2,577.21","2,495.25","2,623.99","2,483.29","1.44B","3.40%"
"2022-03-07","2,492.53","2,550.36","2,645.41","2,447.74","1.58B","-2.23%"
"2022-03-06","2,549.40","2,665.15","2,673.19","2,542.19","881.04M","-4.35%"
"2022-03-05","2,665.42","2,619.90","2,684.50","2,592.07","709.83M","1.65%"
"2022-03-04","2,622.15","2,831.86","2,835.89","2,575.66","1.50B","-7.50%"
"2022-03-03","2,834.85","2,947.52","2,967.27","2,789.82","446.18K","-3.80%"
"2022-03-02","2,946.73","2,974.70","3,041.47","2,914.56","614.66K","-0.97%"
"2022-03-01","2,975.66","2,921.68","3,036.54","2,858.40","673.93K","1.82%"
"2022-02-28","2,922.35","2,615.01","2,949.39","2,573.85","733.69K","11.70%"
"2022-02-27","2,616.15","2,779.56","2,834.24","2,563.00","650.22K","-5.77%"
"2022-02-26","2,776.37","2,768.64","2,856.11","2,734.80","418.49K","0.33%"
"2022-02-25","2,767.33","2,599.00","2,829.99","2,573.23","679.41K","6.59%"
"2022-02-24","2,596.16","2,578.87","2,734.17","2,302.82","1.40M","0.70%"
"2022-02-23","2,578.09","2,641.33","2,749.47","2,578.09","504.19K","-2.24%"
"2022-02-22","2,637.25","2,569.18","2,662.71","2,501.02","692.64K","2.60%"
"2022-02-21","2,570.49","2,621.87","2,755.44","2,559.61","761.63K","-1.84%"
"2022-02-20","2,618.76","2,764.39","2,764.39","2,577.69","386.43K","-5.25%"
"2022-02-19","2,763.76","2,776.84","2,829.00","2,700.13","293.74K","-0.57%"
"2022-02-18","2,779.49","2,891.89","2,942.95","2,754.12","503.02K","-3.96%"
"2022-02-17","2,893.95","3,125.09","3,159.99","2,855.83","488.73K","-7.31%"
"2022-02-16","3,122.02","3,184.08","3,184.77","3,045.72","320.00K","-1.88%"
"2022-02-15","3,181.93","2,934.14","3,193.04","2,912.49","448.94K","8.64%"
"2022-02-14","2,928.97","2,877.92","2,963.96","2,834.38","381.79K","2.02%"
"2022-02-13","2,871.02","2,915.72","2,952.96","2,838.25","242.75K","-1.57%"
"2022-02-12","2,916.88","2,927.54","2,984.90","2,858.57","336.19K","-0.36%"
"2022-02-11","2,927.53","3,072.47","3,136.72","2,880.09","462.06K","-4.69%"
"2022-02-10","3,071.51","3,243.47","3,276.46","3,058.05","578.28K","-5.30%"
"2022-02-09","3,243.32","3,118.96","3,266.33","3,056.08","370.17K","4.09%"
"2022-02-08","3,115.80","3,145.15","3,228.28","3,030.10","514.78K","-0.76%"
"2022-02-07","3,139.68","3,055.69","3,185.57","2,995.81","455.07K","2.72%"
"2022-02-06","3,056.40","3,016.80","3,073.18","2,957.03","249.44K","1.42%"
"2022-02-05","3,013.48","2,990.00","3,058.84","2,962.77","356.93K","0.62%"
"2022-02-04","2,994.99","2,695.99","2,994.99","2,671.48","664.12K","11.22%"
"2022-02-03","2,692.97","2,678.91","2,724.13","2,579.77","404.78K","0.46%"
"2022-02-02","2,680.68","2,790.14","2,809.39","2,618.96","447.78K","-3.81%"
"2022-02-01","2,786.91","2,686.99","2,807.54","2,676.56","390.04K","3.73%"
"2022-01-31","2,686.66","2,603.33","2,704.51","2,478.70","444.43K","3.23%"
"2022-01-30","2,602.60","2,600.91","2,635.79","2,543.85","290.81K","0.09%"
"2022-01-29","2,600.33","2,544.15","2,632.15","2,520.02","376.60K","2.13%"
"2022-01-28","2,545.99","2,424.71","2,556.10","2,362.78","485.15K","5.00%"
"2022-01-27","2,424.67","2,462.31","2,515.04","2,317.01","599.47K","-1.49%"
"2022-01-26","2,461.30","2,458.70","2,719.55","2,405.68","806.50K","0.12%"
"2022-01-25","2,458.27","2,441.11","2,504.39","2,352.56","510.13K","0.72%"
"2022-01-24","2,440.81","2,538.36","2,538.36","2,161.68","1.12M","-3.92%"
"2022-01-23","2,540.45","2,412.75","2,547.01","2,373.75","580.48K","5.30%"
"2022-01-22","2,412.48","2,562.66","2,621.41","2,314.30","1.08M","-6.17%"
"2022-01-21","2,571.12","3,000.15","3,032.34","2,473.50","1.02M","-14.42%"
"2022-01-20","3,004.19","3,088.04","3,270.58","2,989.72","357.36K","-2.59%"
"2022-01-19","3,084.20","3,165.57","3,173.14","3,049.30","332.96K","-2.40%"
"2022-01-18","3,159.96","3,212.42","3,242.13","3,084.78","299.19K","-1.54%"
"2022-01-17","3,209.25","3,348.40","3,356.40","3,142.02","284.01K","-4.10%"
"2022-01-16","3,346.47","3,326.25","3,387.99","3,276.74","210.78K","0.55%"
"2022-01-15","3,328.08","3,310.73","3,369.45","3,265.36","203.07K","0.61%"
"2022-01-14","3,307.74","3,242.82","3,340.98","3,196.46","285.40K","2.01%"
"2022-01-13","3,242.44","3,368.76","3,407.33","3,234.85","336.22K","-3.80%"
"2022-01-12","3,370.48","3,239.73","3,406.50","3,208.47","370.47K","4.09%"
"2022-01-11","3,237.93","3,083.14","3,263.07","3,053.61","362.47K","4.94%"
"2022-01-10","3,085.46","3,146.03","3,179.99","2,932.51","529.76K","-2.06%"
"2022-01-09","3,150.42","3,080.01","3,210.49","3,060.36","275.88K","2.30%"
"2022-01-08","3,079.66","3,198.50","3,246.40","3,001.63","400.68K","-3.62%"
"2022-01-07","3,195.35","3,412.43","3,412.66","3,080.30","669.76K","-6.22%"
"2022-01-06","3,407.21","3,533.73","3,550.42","3,306.91","497.14K","-3.62%"
"2022-01-05","3,535.07","3,784.10","3,846.31","3,419.20","397.44K","-6.75%"
"2022-01-04","3,790.83","3,772.46","3,888.86","3,714.78","288.10K","0.70%"
"2022-01-03","3,764.48","3,828.20","3,849.03","3,682.57","236.28K","-1.74%"
"2022-01-02","3,831.24","3,765.75","3,850.00","3,718.31","154.75K","1.75%"
"2022-01-01","3,765.36","3,679.41","3,774.77","3,675.68","154.15K","2.38%"
"2021-12-31","3,677.70","3,709.19","3,812.06","3,623.69","268.02K","-0.86%"
"2021-12-30","3,709.42","3,629.32","3,767.96","3,588.14","249.32K","2.27%"
"2021-12-29","3,627.17","3,798.51","3,826.10","3,607.76","302.75K","-4.38%"
"2021-12-28","3,793.17","4,037.04","4,037.04","3,761.00","358.06K","-6.02%"
"2021-12-27","4,036.24","4,064.58","4,125.11","4,033.26","222.31K","-0.61%"
"2021-12-26","4,061.17","4,095.72","4,103.98","4,005.01","189.16K","-0.77%"
"2021-12-25","4,092.69","4,046.98","4,135.67","4,025.33","208.14K","1.22%"
"2021-12-24","4,043.19","4,112.30","4,133.72","4,025.43","230.85K","-1.62%"
"2021-12-23","4,109.70","3,980.37","4,148.85","3,895.82","380.18K","3.27%"
"2021-12-22","3,979.47","4,014.00","4,072.10","3,943.62","303.22K","-0.92%"
"2021-12-21","4,016.27","3,956.37","4,058.42","3,915.49","340.87K","1.82%"
